1/18/2022,-28.09,*,,PURCHASE AUTHORIZED ON 01/15 Wal-Mart Super Center AMMON ID P000000474900897 CARD 9359
1/18/2022,-16.95,*,,PURCHASE AUTHORIZED ON 01/15 TARGET T- 2171 S 25th Idaho Falls ID P000000684883656 CARD 9359
1/18/2022,-38.35,*,,PURCHASE AUTHORIZED ON 01/15 COSTCO GAS #1379 IDAHO FALLS ID P302015803557703 CARD 9359
1/14/2022,-1250,*,,PURCHASE AUTHORIZED ON 01/14 VENMO* Visa Direct NY S582014623505789 CARD 9359
1/13/2022,-20,*,,PURCHASE AUTHORIZED ON 01/13 VENMO* Visa Direct NY S382013809504805 CARD 9359
1/11/2022,-45,*,,PURCHASE AUTHORIZED ON 01/11 VENMO* Visa Direct NY S382011862575725 CARD 9359
1/7/2022,-9.69,*,,CAPITAL ONE MOBILE PMT 220106 3L08KUPOHDKK5JP JADEN C DAVIS
1/6/2022,-79.8,*,,CAPITAL ONE MOBILE PMT 220105 3L00R8NKFPPTP1X JADEN C DAVIS
1/5/2022,-101.27,*,,STATE FARM RO 27 SFPP 15 S 1426866715 JADEN DAVIS
1/4/2022,-34.97,*,,PURCHASE AUTHORIZED ON 01/04 COSTCO GAS #1379 IDAHO FALLS ID P382005066057825 CARD 9359
12/27/2021,-41.42,*,,PURCHASE AUTHORIZED ON 12/27 COSTCO GAS #1379 IDAHO FALLS ID P581361801640729 CARD 9359
12/27/2021,-250,*,,PURCHASE AUTHORIZED ON 12/26 VENMO* Visa Direct NY S301361002116580 CARD 9359
12/24/2021,-161,*,,Ch JesusChrist DONATION 211224 85815602 DAVIS JADEN CLAIR
12/23/2021,-4,*,,PURCHASE AUTHORIZED ON 12/23 VENMO* Visa Direct NY S381357615798833 CARD 9359
12/22/2021,-21.19,*,,PURCHASE AUTHORIZED ON 12/19 AMZN Mktp US*R63T3 Amzn.com/bill WA S381354199907540 CARD 9359
12/20/2021,-28.34,*,,PURCHASE AUTHORIZED ON 12/20 BROULIM'S #6 REXBURG ID P000000680928386 CARD 9359
12/20/2021,-22.49,*,,PURCHASE AUTHORIZED ON 12/19 MAURICES #1850 MAURICES_0 LEHI UT P581353809608671 CARD 9359
12/20/2021,-2.26,*,,PURCHASE AUTHORIZED ON 12/19 TARGET T- 608 W Main S American Fork UT P000000832587097 CARD 9359
12/20/2021,-21.56,*,,PURCHASE AUTHORIZED ON 12/18 WAL-MART Wal-Mart Sup REXBURG ID P000000785702345 CARD 9359
12/17/2021,-31.78,*,,PURCHASE AUTHORIZED ON 12/17 Guns N Gear IDAHO FALLS ID P301352001665205 CARD 9359
12/17/2021,-30.3,*,,PURCHASE AUTHORIZED ON 12/17 WAL-MART #5494 IDAHO FALLS ID P000000570564229 CARD 9359
12/17/2021,-37.99,*,,PURCHASE AUTHORIZED ON 12/16 COSTCO GAS #1379 IDAHO FALLS ID P301351078719499 CARD 9359
12/15/2021,-25.58,*,,PURCHASE AUTHORIZED ON 12/15 BROULIM'S #6 REXBURG ID P000000380853998 CARD 9359
12/13/2021,-6.57,*,,PURCHASE AUTHORIZED ON 12/11 TST* JAMBA JUICE - IDAHO FALLS ID S461345839112721 CARD 9359
12/13/2021,-19.27,*,,PURCHASE AUTHORIZED ON 12/11 SQ *PERSONALIZED O IDAHO FALLS ID S581345818193651 CARD 9359
12/9/2021,-106.1,*,,CAPITAL ONE MOBILE PMT 211208 3H3WLULHASS5V6D JADEN C DAVIS
12/9/2021,-31.05,*,,PURCHASE AUTHORIZED ON 12/08 VENMO* Visa Direct NY S301343158307634 CARD 9359
12/8/2021,-19.04,*,,PURCHASE AUTHORIZED ON 12/08 FRED-MEYE FRED MEYER 1 IDAHO FALLS ID P000000487821118 CARD 9359
12/8/2021,-27.01,*,,PURCHASE AUTHORIZED ON 12/06 CHICK-FIL-A #02789 AMMON ID S301340843957721 CARD 9359
12/7/2021,-26.07,*,,CAPITAL ONE MOBILE PMT 211206 3H3OPCWYG7WH251 JADEN C DAVIS
12/6/2021,-25.43,*,,PURCHASE AUTHORIZED ON 12/05 WALGREENS STORE 164 E MAI REXBURG ID P581339765846986 CARD 9359
12/6/2021,-123.7,*,,PURCHASE AUTHORIZED ON 12/04 COSTCO WHSE #1379 IDAHO FALLS ID P461338815943048 CARD 9359
12/6/2021,-40.26,*,,PURCHASE AUTHORIZED ON 12/04 COSTCO GAS #1379 IDAHO FALLS ID P381338800672581 CARD 9359
12/6/2021,-84.79,*,,PURCHASE AUTHORIZED ON 12/04 BIG 5 SPORTING 240 AMMON ID P000000870801920 CARD 9359
12/3/2021,-101.27,*,,STATE FARM RO 27 SFPP 15 S 1426866715 JADEN DAVIS
11/30/2021,-219.02,*,,Ch JesusChrist DONATION 211130 84595715 DAVIS JADEN CLAIR
11/30/2021,-64.97,*,,PURCHASE AUTHORIZED ON 11/28 AMZN Mktp US*QM20K Amzn.com/bill WA S461332361694998 CARD 9359
11/29/2021,-13.98,*,,PURCHASE AUTHORIZED ON 11/26 CHIPOTLE 2393 LAS VEGAS NV S461330782622688 CARD 9359
11/29/2021,-10,*,,PURCHASE AUTHORIZED ON 11/26 LIGHT THE WORLD CH SALT LAKE CIT UT S581330699170679 CARD 9359
11/29/2021,-9.86,*,,PURCHASE AUTHORIZED ON 11/26 MACYS SUMMERLIN LAS VEGAS NV S461330663797967 CARD 9359
11/26/2021,-52.83,*,,PURCHASE AUTHORIZED ON 11/26 MACY'S 558 2075 FEST LAS VEGAS NV P461330677967808 CARD 9359
11/26/2021,-236.6,*,,PURCHASE AUTHORIZED ON 11/26 LOWE'S #2844 LAS VEGAS NV P381330624976815 CARD 9359
11/26/2021,-57.54,*,,PURCHASE AUTHORIZED ON 11/26 WAL-MART #2884 LAS VEGAS NV P000000236394996 CARD 9359
11/24/2021,-13.48,*,,PURCHASE AUTHORIZED ON 11/24 COSTCO WHSE #0737 LAS VEGAS NV P581328703262913 CARD 9359
11/24/2021,-10.5,*,,PURCHASE AUTHORIZED ON 11/24 COSTCO WHSE #0737 LAS VEGAS NV P461328698179258 CARD 9359
11/22/2021,-42.46,*,,PURCHASE AUTHORIZED ON 11/22 COSTCO GAS #1379 IDAHO FALLS ID P461326808058928 CARD 9359
11/22/2021,-5.91,*,,PURCHASE AUTHORIZED ON 11/20 WAL-MART Wal-Mart Sup REXBURG ID P000000774181721 CARD 9359
11/22/2021,-5.98,*,,PURCHASE AUTHORIZED ON 11/19 TST* COSTA VIDA 00 REXBURG ID S381324050195976 CARD 9359
11/19/2021,-36.51,*,,PURCHASE AUTHORIZED ON 11/19 HOBBYLOBB 3603 SOUTH 2 AMMON ID P000000083927183 CARD 9359
11/17/2021,-88.9,*,,CAPITAL ONE MOBILE PMT 211116 3GZGCX8F74NDMAD JADEN C DAVIS
11/16/2021,-40.91,*,,PURCHASE AUTHORIZED ON 11/16 COSTCO GAS #1379 IDAHO FALLS ID P301320803835678 CARD 9359
11/16/2021,-18,*,,PURCHASE AUTHORIZED ON 11/15 HACKBARTH ENTERPRI 801-7197281 UT S381319586461567 CARD 9359
11/15/2021,-11.67,*,,CAPITAL ONE MOBILE PMT 211112 3GYLTTM75O8C2S5 JADEN C DAVIS
11/15/2021,-23.72,*,,PURCHASE AUTHORIZED ON 11/15 COSTCO WHSE #1379 IDAHO FALLS ID P461319829569213 CARD 9359
11/15/2021,-3.9,*,,PURCHASE AUTHORIZED ON 11/15 WAL-MART #1902 AMMON ID P000000871529206 CARD 9359
11/15/2021,-117.01,*,,PURCHASE AUTHORIZED ON 11/13 COSTCO WHSE #1379 IDAHO FALLS ID P301318021566890 CARD 9359
11/15/2021,-127.19,*,,PURCHASE AUTHORIZED ON 11/13 TARGET T- 2171 S 25th Idaho Falls ID P000000972500140 CARD 9359
11/12/2021,-43.48,*,,PURCHASE AUTHORIZED ON 11/11 COSTCO GAS #1379 IDAHO FALLS ID P581315800796810 CARD 9359
11/8/2021,-40,*,,WITHDRAWAL MADE IN A BRANCH/STORE
11/5/2021,-86.43,*,,CAPITAL ONE MOBILE PMT 211104 3GWXI2SSETC7IFP JADEN C DAVIS
11/4/2021,-47.4,*,,PURCHASE AUTHORIZED ON 11/04 COSTCO GAS #1379 IDAHO FALLS ID P301308767993324 CARD 9359
11/3/2021,-99.01,*,,STATE FARM RO 27 SFPP 15 S 1426866715 JADEN DAVIS
10/28/2021,-102.21,*,,Ch JesusChrist DONATION 211028 83046581 DAVIS JADEN CLAIR
10/28/2021,-43.29,*,,PURCHASE AUTHORIZED ON 10/28 COSTCO GAS #1379 IDAHO FALLS ID P581301762508998 CARD 9359
10/26/2021,-26.27,*,,CAPITAL ONE MOBILE PMT 211024 3GULHKQ607GFSB9 JADEN C DAVIS
10/25/2021,-501,*,,PURCHASE AUTHORIZED ON 10/25 WAL-MART #1878 REXBURG ID P00000000185881541 CARD 9359
10/22/2021,-48.16,*,,PURCHASE AUTHORIZED ON 10/22 COSTCO GAS #1379 IDAHO FALLS ID P00301296031569112 CARD 9359
10/22/2021,-45.01,*,,PURCHASE AUTHORIZED ON 10/22 COSTCO WHSE #1379 IDAHO FALLS ID P00581295647498160 CARD 9359
10/21/2021,-107.46,*,,Ch JesusChrist DONATION 211021 82730146 DAVIS JADEN CLAIR
10/21/2021,-16.92,*,,PURCHASE AUTHORIZED ON 10/21 BROULIM'S #6 REXBURG ID P00000000483393669 CARD 9359
10/20/2021,-4.99,*,,PURCHASE AUTHORIZED ON 10/18 SODA VINE #1 REXBURG ID S581291825898563 CARD 9359
10/20/2021,-2.54,*,,PURCHASE AUTHORIZED ON 10/18 SODA VINE #1 REXBURG ID S581291824889481 CARD 9359
10/18/2021,-160,*,,ATM WITHDRAWAL AUTHORIZED ON 10/18 39 E MAIN ST REXBURG ID 0007065 ATM ID 1649A CARD 9359
10/18/2021,-38.82,*,,PURCHASE AUTHORIZED ON 10/16 WAL-MART Wal-Mart Sup REXBURG ID P00000000775233578 CARD 9359
10/15/2021,-38.9,*,,PURCHASE AUTHORIZED ON 10/15 BROULIM'S #6 REXBURG ID P00000000874459416 CARD 9359
10/14/2021,-41.86,*,,PURCHASE AUTHORIZED ON 10/12 DONGS SUSHI BAR & REXBURG ID S301286080180490 CARD 9359
10/12/2021,-56.1,*,,PURCHASE AUTHORIZED ON 10/12 Wal-Mart Super Center REXBURG ID P00000000872727435 CARD 9359
10/12/2021,-48.84,*,,PURCHASE AUTHORIZED ON 10/12 COSTCO GAS #1379 IDAHO FALLS ID P00381285763899557 CARD 9359
10/12/2021,-10.55,*,,PURCHASE AUTHORIZED ON 10/09 FAT CAT OF REXBURG LEHI UT S461282709423844 CARD 9359
10/12/2021,-12.72,*,,PURCHASE AUTHORIZED ON 10/09 FAT CAT OF REXBURG LEHI UT S581282686392836 CARD 9359
10/7/2021,-29.99,*,,CAPITAL ONE MOBILE PMT 211006 3GQSI7O0ROB2CYD JADEN C DAVIS
10/7/2021,-236.99,*,,PURCHASE AUTHORIZED ON 10/06 DESERET BOOK #27 800-453-4532 UT S381279500704977 CARD 9359
10/5/2021,-99.01,*,,STATE FARM RO 27 SFPP 15 S 1426866715 JADEN DAVIS
10/4/2021,-44.22,*,,PURCHASE AUTHORIZED ON 10/04 COSTCO GAS #1379 IDAHO FALLS ID P00581277793038444 CARD 9359
10/4/2021,-1.58,*,,PURCHASE AUTHORIZED ON 10/03 COSTCO WHSE #1379 IDAHO FALLS ID P00461276778479795 CARD 9359
10/4/2021,-381.75,*,,PURCHASE AUTHORIZED ON 10/03 COSTCO WHSE #1379 IDAHO FALLS ID P00301276778045474 CARD 9359
10/4/2021,-16.83,*,,PURCHASE AUTHORIZED ON 10/03 Subway 21184 Idaho Falls ID S581276741270067 CARD 9359
10/4/2021,-71.58,*,,PURCHASE AUTHORIZED ON 10/01 Wal-Mart Super Center REXBURG ID P00000000831484475 CARD 9359
10/4/2021,-13.24,*,,PURCHASE AUTHORIZED ON 10/01 DOMINO'S 7391 REXBURG ID S381275008267283 CARD 9359
10/4/2021,-25.44,*,,PURCHASE AUTHORIZED ON 10/01 LITTLE CAESARS 127 REXBURG ID S301274861012234 CARD 9359
10/1/2021,-38.5,*,,PURCHASE AUTHORIZED ON 10/01 BROULIM'S #6 REXBURG ID P00000000886598181 CARD 9359
10/1/2021,-1252,*,,PURCHASE BANK CHECK OR DRAFT
10/1/2021,-2.86,*,,PURCHASE AUTHORIZED ON 09/29 SODA VINE #1 REXBURG ID S461272811888367 CARD 9359
9/30/2021,-46.21,*,,PURCHASE AUTHORIZED ON 09/30 COSTCO GAS #1379 IDAHO FALLS ID P00381273764741960 CARD 9359
9/28/2021,-158.25,*,,Ch JesusChrist DONATION 210928 81671515 DAVIS JADEN CLAIR
9/27/2021,-115.81,*,,CAPITAL ONE MOBILE PMT 210925 3GOH4REKJAID7H1 JADEN C DAVIS
9/27/2021,-50.25,*,,PURCHASE AUTHORIZED ON 09/25 RED ROBIN NO 731 CHUBBUCK ID S581268741978188 CARD 9359
9/27/2021,-37.18,*,,PURCHASE AUTHORIZED ON 09/25 COSTCO GAS #1379 IDAHO FALLS ID P00581268581164870 CARD 9359
9/27/2021,-39.72,*,,PURCHASE AUTHORIZED ON 09/25 TARGET.COM * 800-591-3869 MN S381268560779600 CARD 9359
9/20/2021,-46.08,*,,PURCHASE AUTHORIZED ON 09/20 COSTCO GAS #1379 IDAHO FALLS ID P00581263802907794 CARD 9359
9/20/2021,-14.72,*,,PURCHASE AUTHORIZED ON 09/18 WAL-MART #1878 REXBURG ID P00000000481929473 CARD 9359
9/20/2021,-5.62,*,,PURCHASE AUTHORIZED ON 09/17 SODA VINE #1 REXBURG ID S381260840483526 CARD 9359
9/20/2021,-9,*,,PURCHASE AUTHORIZED ON 09/17 RAYS REXBURG ID S581260813670775 CARD 9359
9/15/2021,-49.31,*,,PURCHASE AUTHORIZED ON 09/15 COSTCO GAS #1379 IDAHO FALLS ID P00461258789094387 CARD 9359
9/13/2021,-15.4,*,,PURCHASE AUTHORIZED ON 09/13 TARGET T- 2171 S 25th Idaho Falls ID P00000000071768957 CARD 9359
9/13/2021,-12.3,*,,PURCHASE AUTHORIZED ON 09/13 TARGET T- 2171 S 25th Idaho Falls ID P00000000679357685 CARD 9359
9/13/2021,-159.83,*,,PURCHASE AUTHORIZED ON 09/13 COSTCO WHSE #1379 IDAHO FALLS ID P00461256854903642 CARD 9359
9/13/2021,-8,*,,PURCHASE AUTHORIZED ON 09/11 SQ *OUT OF CACHE L Ogden UT S381254634728433 CARD 9359
9/13/2021,-40.81,*,,PURCHASE AUTHORIZED ON 09/11 COSTCO GAS #0770 SOUTH OGDEN UT P00461254602874227 CARD 9359
9/13/2021,-17.41,*,,PURCHASE AUTHORIZED ON 09/10 WINEGARS ROY ROY UT P00000000289076296 CARD 9359
9/13/2021,-14.07,*,,PURCHASE AUTHORIZED ON 09/10 PAPA JOHN'S #1282 801-776-1600 UT S301254092884282 CARD 9359
9/10/2021,-2.1,*,,PURCHASE AUTHORIZED ON 09/10 DOLLARTREE 567 N MAIN ST CLEARFIELD UT P00461254001651399 CARD 9359
9/10/2021,-23.48,*,,PURCHASE AUTHORIZED ON 09/10 MAVERIK #612 PERRY UT P00000000384892827 CARD 9359
9/9/2021,-1.37,*,,PURCHASE AUTHORIZED ON 09/09 BROULIM'S #1 RIGBY ID P00000000873978114 CARD 9359
9/9/2021,-20,*,,ATM WITHDRAWAL AUTHORIZED ON 09/09 127 N STATE ST RIGBY ID 0004070 ATM ID 1079O CARD 9359
9/9/2021,-100,*,,ATM WITHDRAWAL AUTHORIZED ON 09/09 127 N STATE ST RIGBY ID 0004069 ATM ID 1079O CARD 9359
9/8/2021,-93.78,*,,Ch JesusChrist DONATION 210908 80903311 DAVIS JADEN CLAIR
9/8/2021,-10.15,*,,PURCHASE AUTHORIZED ON 09/08 BROULIM'S #6 REXBURG ID P00000000181606590 CARD 9359
9/8/2021,-9.19,*,,PURCHASE AUTHORIZED ON 09/06 TST* COSTA VIDA - OREM UT S461249668859146 CARD 9359
9/7/2021,-48.58,*,,PURCHASE AUTHORIZED ON 09/07 COSTCO GAS #1379 IDAHO FALLS ID P00301250799540160 CARD 9359
9/7/2021,-25,*,,PURCHASE AUTHORIZED ON 09/06 CC 153 POCATELLO ID P00000000275430718 CARD 9359
9/7/2021,-15.66,*,,PURCHASE AUTHORIZED ON 09/06 WASHINGTON HART WASHINGTON UT P00000000985238837 CARD 9359
9/7/2021,-14.02,*,,PURCHASE AUTHORIZED ON 09/05 HANDELS HOMEMADE S SAINT GEORGE UT S581249071466693 CARD 9359
9/7/2021,-15.97,*,,PURCHASE AUTHORIZED ON 09/05 JALAPENOS AUTHENTI SAINT GEORGE UT S381249062102225 CARD 9359
9/7/2021,-7.25,*,,PURCHASE AUTHORIZED ON 09/05 OLD NAVY US 3974 SAINT GEORGE UT P00301248752321690 CARD 9359
9/7/2021,-39.46,*,,PURCHASE AUTHORIZED ON 09/05 Ocean Buffet SAINT GEORGE UT S381248676016708 CARD 9359
9/7/2021,-3.35,*,,PURCHASE AUTHORIZED ON 09/05 TJ MAXX #663 SCHERERVILLE IN S581248650761189 CARD 9359
9/7/2021,-4,*,,PURCHASE AUTHORIZED ON 09/04 TCA-FOOD SERVICE IVINS UT S301248051166423 CARD 9359
9/7/2021,-57.82,*,,PURCHASE AUTHORIZED ON 09/04 KABUTO SUSHI ST. GEORGE UT S581248018721308 CARD 9359
9/7/2021,-17.08,*,,PURCHASE AUTHORIZED ON 09/04 BATH AND BODY WORKS 4010 SAINT GEORGE UT P00461247650132861 CARD 9359
9/7/2021,-46.32,*,,PURCHASE AUTHORIZED ON 09/04 COSTCO GAS #0672 ST GEORGE UT P00301247593828167 CARD 9359
9/3/2021,-111.28,*,,STATE FARM RO 27 SFPP 15 S 1426866715 JADEN DAVIS
9/3/2021,-20,*,,PURCHASE AUTHORIZED ON 09/03 SHELL SERVICE STATION PAROWAN UT P00301246751358181 CARD 9359
9/3/2021,-44.44,*,,PURCHASE AUTHORIZED ON 09/03 COSTCO GAS #1379 IDAHO FALLS ID P00301246519535975 CARD 9359
8/31/2021,-36.56,*,,CAPITAL ONE MOBILE PMT 210829 3GIS8D1ZFQKO9AT JADEN C DAVIS
8/26/2021,-53.23,*,,PURCHASE AUTHORIZED ON 08/26 COSTCO GAS #1379 IDAHO FALLS ID P00301238827827857 CARD 9359
8/25/2021,-22.56,*,,CAPITAL ONE MOBILE PMT 210824 3GHQ6JA696DGE8L JADEN C DAVIS
8/25/2021,-105.92,*,,PURCHASE AUTHORIZED ON 08/25 COSTCO WHSE #1379 IDAHO FALLS ID P00461237793315939 CARD 9359
8/24/2021,-8.89,*,,CAPITAL ONE MOBILE PMT 210822 3GH3ZZGKE0S785X JADEN C DAVIS
8/23/2021,-34.95,*,,CAPITAL ONE MOBILE PMT 210820 3GGOSI0UWFVJKET JADEN C DAVIS
8/20/2021,-21.94,*,,PURCHASE AUTHORIZED ON 08/20 WINCO FOODS #42 333 No Wo Idaho Falls ID P00581232785911179 CARD 9359
8/20/2021,-4.24,*,,PURCHASE AUTHORIZED ON 08/19 SQ *K-LANI'S REXBURG ID S581231800502929 CARD 9359
8/19/2021,-50.91,*,,PURCHASE AUTHORIZED ON 08/19 COSTCO GAS #1379 IDAHO FALLS ID P00301231761863594 CARD 9359
8/18/2021,-20.67,*,,CAPITAL ONE MOBILE PMT 210817 3GG8U4LJXOBGR9X JADEN C DAVIS
8/17/2021,-91.77,*,,Ch JesusChrist DONATION 210817 79938151 DAVIS JADEN CLAIR
8/16/2021,-1.58,*,,PURCHASE AUTHORIZED ON 08/16 COSTCO WHSE #1379 IDAHO FALLS ID P00381228763442643 CARD 9359
8/16/2021,-9.21,*,,PURCHASE AUTHORIZED ON 08/16 COSTCO WHSE #1379 IDAHO FALLS ID P00381228763149864 CARD 9359
8/16/2021,-14.82,*,,PURCHASE AUTHORIZED ON 08/14 KOHLS 1086 3175 S 25TH E AMMON ID P00381226854124748 CARD 9359
8/16/2021,-2.9,*,,PURCHASE AUTHORIZED ON 08/14 Pick Me Up Drinks Rexburg ID S301226627392847 CARD 9359
8/16/2021,-12.97,*,,PURCHASE AUTHORIZED ON 08/13 SQ *G'S DAIRY DELI Rexburg ID S381225822583081 CARD 9359
8/16/2021,-15,*,,PURCHASE AUTHORIZED ON 08/12 RAYS REXBURG ID S381224789170941 CARD 9359
8/13/2021,-45.94,*,,CAPITAL ONE MOBILE PMT 210812 3GF6XSX6WD1DZBP JADEN C DAVIS
8/12/2021,-52.91,*,,PURCHASE AUTHORIZED ON 08/12 COSTCO GAS #1379 IDAHO FALLS ID P00581224767874950 CARD 9359
8/11/2021,-1.58,*,,PURCHASE AUTHORIZED ON 08/11 COSTCO WHSE #1379 IDAHO FALLS ID P00301223767772028 CARD 9359
8/10/2021,-54.31,*,,PURCHASE AUTHORIZED ON 08/10 COSTCO WHSE #1379 IDAHO FALLS ID P00301222795638280 CARD 9359
8/9/2021,-3.18,*,,PURCHASE AUTHORIZED ON 08/07 REXBURG DI REXBURG ID P00301219803118746 CARD 9359
8/6/2021,-4.12,*,,PURCHASE AUTHORIZED ON 08/04 BROULIM'S #6 REXBURG ID S461217114674125 CARD 9359
8/5/2021,-26.48,*,,PURCHASE AUTHORIZED ON 08/05 BROULIMS SUPERM AMMON ID P00000000173280170 CARD 9359
8/5/2021,-50.44,*,,PURCHASE AUTHORIZED ON 08/05 COSTCO GAS #1379 IDAHO FALLS ID P00581217768647132 CARD 9359
8/5/2021,-12.6,*,,PURCHASE AUTHORIZED ON 07/30 AMZN Mktp US*2P951 Amzn.com/bill WA S581212115657337 CARD 9359
8/4/2021,-123.36,*,,STATE FARM RO 27 SFPP 15 S 1426866715 JADEN DAVIS
8/4/2021,-8.47,*,,PURCHASE AUTHORIZED ON 08/04 COSTCO WHSE #1379 IDAHO FALLS ID P00301216771360457 CARD 9359
8/3/2021,-103.18,*,,Ch JesusChrist DONATION 210803 79320971 DAVIS JADEN CLAIR
8/3/2021,-14.65,*,,PURCHASE AUTHORIZED ON 08/03 Wal-Mart Super Center REXBURG ID P00000000879692628 CARD 9359
8/3/2021,-59.99,*,,PURCHASE AUTHORIZED ON 08/02 WWW COSTCO COM 800-955-2292 WA S381214773805310 CARD 9359
8/2/2021,-5.25,*,,PURCHASE AUTHORIZED ON 07/31 FAT CAT OF REXBURG LEHI UT S381212611738133 CARD 9359
8/2/2021,-18,*,,PURCHASE AUTHORIZED ON 07/31 FAT CAT OF REXBURG 208-359-2600 UT S381212595185636 CARD 9359
